1,-0.027080659,-0.019751911,-0.017981094
2,-0.019556053,-0.009816508,-0.003081907
3,-0.000122394,0.026871874,0.026913965
4,0.012115996,0.021595477,0.009916734
5,-0.017895962,-0.010196469,-0.009819358
6,-0.039029771,-0.031658242,-0.024437772
7,-0.003459372,-0.006486767,0.002722854
8,0.007842633,0.001305798,-0.007784232
9,-0.022451869,-0.026343192,-0.023353439
10,0.061333749,0.048218562,0.056603812
11,-0.010451235,0.017889113,0.012376184
12,0.021495973,0.021591689,0.018686763
13,-0.000851478,0.003194913,-0.002057312
14,-0.001704395,0.004164674,0.003264096
15,0.020487805,0.011466138,0.009075308
16,0.010396785,0.000964809,0.00610896
17,-0.044943854,-0.048915639,-0.039467026
18,0.014241511,0.002533544,0.002282722
19,0.005982869,0.010614152,0.015942536
20,0.02730914,0.0380094,0.030005138
21,0.028828013,0.043604001,0.034153692
22,-0.029053732,-0.021468167,-0.01278938
23,0.01620337,0.022646828,0.021318449
24,0.002793366,0.00023075,0.006262026
25,-0.003946193,0.00345934,0.003031802
26,-0.006991366,-0.020914733,-0.012726694
27,-0.0057498,-0.010563287,-0.007573332
28,0.014516652,0.014709323,0.012826774
29,0.028152606,0.033200818,0.030939355
30,0.005770559,0.015388097,0.011351314
31,-0.01293735,-0.010697571,-0.009071402
32,-0.008661899,-0.003379072,-0.002792863
33,-0.012646654,-0.019891523,-0.012136223
34,-0.003958966,-0.003228782,-0.008977854
35,-0.002688836,-0.00231379,0.001748268
36,-0.001172184,0.012987036,0.010312566
37,-0.01549114,-0.022435875,-0.018530151
38,0.00321856,0.005620562,0.000159968
39,0.005465767,0.001164485,0.000639914
40,0.003427097,0.002791323,0.001598769
41,0.002708691,-0.000927882,-0.003032769
42,-0.003758504,-0.003018365,-0.005763705
43,-0.020160328,-0.013041407,-0.019001611
44,-0.009024185,-0.008022652,-0.005088592
45,-0.012748944,-0.017364414,-0.008909437
46,-0.000491957,0,0.001664691
47,-0.004060478,-0.007746284,-0.007312581
48,-0.006424561,-0.019760965,-0.014398142
49,0.010445213,0.008461921,0.018175642
50,-0.009721892,-0.005923026,-0.011511495
51,0.019634671,0.032522369,0.025485198
52,-0.01267521,-0.000961794,0.002797926
53,0.016788063,0.030565608,0.025274922
54,-0.004491963,-0.009808454,-0.006723259
55,-0.001829293,0.003065967,0.004029009
56,0.017593195,0.021866918,0.016051365
57,-0.001560776,-0.006442683,-0.007266967
58,0.00180368,0.001852663,-0.000795656
59,0.014043993,0.012945031,0.010988995
60,-0.012310617,0.001369261,0.001575331
61,0.010067078,-0.001367388,0.003932054
62,0.001305173,0.003194865,-0.001096726
63,0.018011672,0.043676116,0.029799342
64,0.00419035,-0.029642567,-0.020255893
65,-0.001738658,-0.006738522,-0.001709949
66,0.027055201,0.041157846,0.025848583
67,0.007461888,0.004778388,0.010018276
68,-0.012232117,-0.017725876,-0.014126886
69,0.008861691,0.016725396,0.015701205
70,0.036036001,0.044588679,0.034368919
71,-0.001195663,-0.008909988,-0.010011535
72,0.010556122,-0.019652999,-0.018320386
73,-0.004199871,0.020473428,0.020304463
74,-0.012760895,-0.016718893,-0.014486363
75,0.009530102,0.001275282,-0.004157357
76,0.009657107,0.022500467,0.019382779
77,-0.015475572,-0.003529126,-0.004095466
78,0.007859415,0.008958333,0.004552886
79,0.003574158,0.003303737,0.000438567
80,0.017483217,0.012759807,0.004676312
81,0.003500233,-0.005283438,-0.004218196
82,-0.017017239,0.003268641,0.00817993
83,-0.000215022,0.001832621,0.001593741
84,-0.010109722,-0.023577235,-0.021264184
85,0.00249887,-0.007701977,-0.00635532
86,-0.022108964,-0.027690372,-0.016808046
87,0.0243821,0.037972019,0.024205734
88,-0.007140571,-0.019122885,-0.018906928
89,0.007627809,0.006357343,0.008581753
90,0.000432584,-0.004211434,-0.007314495
91,-0.003675322,-0.017974244,-0.015037594
92,-0.000325475,0.005598665,0.005343481
93,0.006620371,0.000428266,0.00258161
94,-0.023611881,-0.035316801,-0.023780674
95,0.002098079,-0.002218749,-0.002947944
96,0.014104672,0.026462063,0.025210005
97,-0.000108682,-0.005415945,-0.00531266
98,-0.013910009,-0.010019582,-0.014191989
99,0.002865352,0.00374033,0.004644025
100,-0.003846132,-0.005918479,-0.005855239
101,0.001323718,0.001102624,-0.000929913
102,-0.001321968,-0.003524229,-0.002171874
103,0.009376701,0.015030857,0.013992553
104,-0.001530044,-0.00653308,-0.008126326
105,-0.014119976,-0.019947392,-0.016231303
106,0.001110225,0.022813711,0.016341939
107,-0.008872075,-0.006778963,-0.010358658
108,0.005482802,-0.003082321,0.000312404
109,0.019697262,0.02120148,0.016554693
110,-0.010476907,-0.013408369,-0.010600615
111,-0.005735039,-0.003068808,-0.004192624
112,-0.007986711,0.001539116,-0.005457633
113,0.002907324,-0.002854029,-0.002822217
114,-0.000223035,0.006384875,0.003301934
115,-0.011598093,-0.024721003,-0.023507287
116,-0.022678484,-0.016375145,-0.006098556
117,0.004040614,0.005929373,0.007750686
118,0.011843153,0.008614849,0.007691059
119,-0.005568159,-0.005394515,-0.003975195
120,-0.009598948,-0.016949153,-0.009259227
121,0,-0.008735655,-0.002578134
122,-0.011653329,-0.009972171,-0.012762536
123,0.006187228,0.008901406,0.009654721
124,-0.021928286,-0.035059183,-0.027390648
125,-0.003440107,0.008421535,0.005665723
126,-0.006189787,-0.028394154,-0.017398493
127,0.008504001,0.028487229,0.023271518
128,-0.015201889,-0.022445128,-0.015491068
129,0.007597745,0.009037665,0.006863073
130,0.004907193,0.000484168,-0.007315095
131,0.003930467,0.013065497,0.009881092
132,0.011863803,0.016479628,0.013764544
133,-0.019463055,-0.035009421,-0.026664501
134,0.003108956,-0.020939883,-0.010588252
135,-0.002145667,-0.005471201,-0.009342603
136,-0.002269765,0.018254538,0.019547308
137,0.009339153,0.02799607,0.019845274
138,0.011387888,-0.007644529,-0.038918206
139,0.008913852,0.019017838,0.016815357
140,-0.036270578,-0.014410606,-0.01012484
141,-0.013751508,-0.01773732,-0.015683566
142,0.009050856,0.02293797,0.014028351
143,0.016848473,0.032681371,0.019128933
144,-0.004410562,-0.023100023,-0.016423647
145,-0.00838119,-0.011823126,-0.009200835
146,-0.008935016,-0.03996176,-0.044712002
147,0.002314754,-0.012961142,-0.00450045
148,0.002795709,0.025505128,0.018625733
149,0.013212073,0.0059098,0.004083064
150,-0.016030579,-0.026682988,-0.014851485
151,0.026626164,0.046780712,0.037867928
152,-0.00094743,0.007928929,-0.005014715
153,0.005571373,0.018116758,0.018421915
154,-0.0087234,-0.022243058,-0.029010172
155,-0.002735105,0.005507759,0.007557117
156,-0.004292881,-0.016670659,-0.009942508
157,-0.004191593,-0.006781375,-0.001937914
158,-0.029825664,-0.041697125,-0.045189795
159,-0.015247255,-0.040712418,-0.050471418
160,-0.024420971,-0.053315702,-0.035825564
161,-0.046838671,-0.059680528,-0.075928958
162,-0.018275429,-0.002681764,0.04326932
163,-0.033508013,0.028682371,0.030582299
164,0.053645345,0.10485045,0.092479653
165,0.029925526,0.014458438,0.01804653
166,0.017223311,0.019694169,0.023391794
167,-0.025203631,-0.03557807,-0.028928554
168,-0.000132511,0.005797022,0.006620099
169,0.011271688,-0.002357768,0.001461418
170,-0.016522449,-0.032300524,-0.028456804
171,0.007200013,0.029850829,0.014081863
